	CW1eff_0_August_2024	CW3eff_4_April_2025	CW1MF01_4_April_2025	CW1MF02_4_April_2025	CW1MF05_4_April_2025	CW1MF06_4_April_2025	CW1MF09_4_April_2025	CW1MF10_4_April_2025	CW2MF01_4_April_2025	CW2MF02_4_April_2025	CW2MF05_4_April_2025	CW2eff_0_August_2024	CW2MF06_4_April_2025	CW2MF09_4_April_2025	CW2MF10_4_April_2025	CW3MF01_4_April_2025	CW3MF02_4_April_2025	CW3MF05_4_April_2025	CW3MF06_4_April_2025	CW3MF09_4_April_2025	CW3MF10_4_April_2025	CWinf_5_June_2025	CW3eff_0_August_2024	CW1eff_5_June_2025	CW2eff_5_June_2025	CW3eff_5_June_2025	CW1MF01_5_June_2025	CW1MF02_5_June_2025	CW1MF05_5_June_2025	CW1MF06_5_June_2025	CW1MF09_5_June_2025	CW1MF10_5_June_2025	CW2MF01_5_June_2025	CW1MF01_0_August_2024	CW2MF02_5_June_2025	CW2MF05_5_June_2025	CW2MF06_5_June_2025	CW2MF09_5_June_2025	CW2MF10_5_June_2025	CW3MF01_5_June_2025	CW3MF02_5_June_2025	CW3MF05_5_June_2025	CW3MF06_5_June_2025	CW3MF09_5_June_2025	CW1MF02_0_August_2024	CW3MF10_5_June_2025	CWinf_6_August_2025	CW1eff_6_August_2025	CW2eff_6_August_2025	CW3eff_6_August_2025	CW1MF01_6_August_2025	CW1MF02_6_August_2025	CW1MF05_6_August_2025	CW1MF06_6_August_2025	CW1MF09_6_August_2025	CW1MF05_0_August_2024	CW1MF10_6_August_2025	CW2MF01_6_August_2025	CW2MF02_6_August_2025	CW2MF05_6_August_2025	CW2MF06_6_August_2025	CW2MF09_6_August_2025	CW2MF10_6_August_2025	CW3MF01_6_August_2025	CW3MF02_6_August_2025	CW3MF05_6_August_2025	CW1MF06_0_August_2024	CW3MF06_6_August_2025	CW3MF09_6_August_2025	CW3MF10_6_August_2025	CWinf_7_October_2025	CW1eff_7_October_2025	CW2eff_7_October_2025	CW3eff_7_October_2025	CW1MF01_7_October_2025	CW1MF02_7_October_2025	CW1MF05_7_October_2025	CW1MF09_0_August_2024	CW1MF06_7_October_2025	CW1MF09_7_October_2025	CW1MF10_7_October_2025	CW2MF01_7_October_2025	CW2MF02_7_October_2025	CW2MF05_7_October_2025	CW2MF06_7_October_2025	CW2MF09_7_October_2025	CW2MF10_7_October_2025	CW3MF01_7_October_2025	CW1MF10_0_August_2024	CW3MF02_7_October_2025	CW3MF05_7_October_2025	CW3MF06_7_October_2025	CW3MF09_7_October_2025	CW3MF10_7_October_2025	CWinf_8_December_2025	CW1eff_8_December_2025	CW2eff_8_December_2025	CW3eff_8_December_2025	CW1MF01_8_December_2025	CW2MF01_0_August_2024	CW1MF02_8_December_2025	CW1MF05_8_December_2025	CW1MF06_8_December_2025	CW1MF09_8_December_2025	CW1MF10_8_December_2025	CW2MF01_8_December_2025	CW2MF02_8_December_2025	CW2MF05_8_December_2025	CW2MF06_8_December_2025	CW2MF09_8_December_2025	CW2MF02_0_August_2024	CW2MF10_8_December_2025	CW3MF01_8_December_2025	CW3MF02_8_December_2025	CW3MF05_8_December_2025	CW3MF06_8_December_2025	CW3MF09_8_December_2025	CW3MF10_8_December_2025	CW2MF05_0_August_2024	CW2MF06_0_August_2024	CW2MF09_0_August_2024	CW2MF10_0_August_2024	CW3MF01_0_August_2024	CW3MF02_0_August_2024	CW3MF05_0_August_2024	CW3MF06_0_August_2024	CW3MF09_0_August_2024	CW3MF10_0_August_2024	CWinf_1_October_2024	CW1eff_1_October_2024	CW2eff_1_October_2024	CW3eff_1_October_2024	CW1MF01_1_October_2024	CW1MF02_1_October_2024	CW1MF05_1_October_2024	CW1MF06_1_October_2024	CW1MF09_1_October_2024	CW1MF10_1_October_2024	CW2MF01_1_October_2024	CW2MF02_1_October_2024	CW2MF05_1_October_2024	CW2MF06_1_October_2024	CW2MF09_1_October_2024	CW2MF10_1_October_2024	CW3MF01_1_October_2024	CW3MF02_1_October_2024	CW3MF05_1_October_2024	CW3MF06_1_October_2024	CW3MF09_1_October_2024	CW3MF10_1_October_2024	CWinf_2_December_2024	CW1eff_2_December_2024	CW2eff_2_December_2024	CW3eff_2_December_2024	CW1MF01_2_December_2024	CW1MF02_2_December_2024	CW1MF05_2_December_2024	CW1MF06_2_December_2024	CW1MF09_2_December_2024	CW1MF10_2_December_2024	CW2MF01_2_December_2024	CW2MF02_2_December_2024	CW2MF05_2_December_2024	CW2MF06_2_December_2024	CW2MF09_2_December_2024	CW2MF10_2_December_2024	CW3MF01_2_December_2024	CW3MF02_2_December_2024	CW3MF05_2_December_2024	CW3MF06_2_December_2024	CW3MF09_2_December_2024	CW3MF10_2_December_2024	CWinf_3_February_2025	CW1eff_3_February_2025	CW2eff_3_February_2025	CW3eff_3_February_2025	CW1MF01_3_February_2025	CW1MF02_3_February_2025	CW1MF05_3_February_2025	CW1MF06_3_February_2025	CW1MF09_3_February_2025	CW1MF10_3_February_2025	CW2MF01_3_February_2025	CW2MF02_3_February_2025	CW2MF05_3_February_2025	CW2MF06_3_February_2025	CW2MF09_3_February_2025	CWinf_0_August_2024	CW2MF10_3_February_2025	CW3MF01_3_February_2025	CW3MF02_3_February_2025	CW3MF05_3_February_2025	CW3MF06_3_February_2025	CW3MF09_3_February_2025	CW3MF10_3_February_2025	CWinf_4_April_2025	CW1eff_4_April_2025	CW2eff_4_April_2025
Seq_132	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	18	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	115	5	8	0	9	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	7	0	0	0	0	0	0	0	0	0	4	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	23	0	27	0	14	0	14	0	0	0	6	0	5	6	0	0	0	4	0	0	0	3
Seq_133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	15	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	3
Seq_134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_135	0	0	5	0	8	0	0	0	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	8	0	0	5	3	0	11	0	0	0	0	5	0	7	0	4	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	0	9	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	3	0	6	0	0	0	3	0	8	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	5	0	2	0	0	0	0	0	2	0	7	0
Seq_136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_137	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	5	0	16	0	4	0	0	0	0	0	0	0	0	7	0	5	0	0	5	0	0	0	0	0	5	0	24	0	0	17	0	0	0	0	0	0	0	2	0	0	5	3	0	11	0	0	0	0	16	0	0	3	0	17	0	5	0	0	0	0	0	0	0	0	6	0	5	0	0	0	19	0	0	16	4	27	0	26	0	0	0	0	0	0	0	0	4	0	4	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
Seq_139	0	0	0	0	0	0	0	3	0	0	0	0	0	5	0	10	0	0	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	8	0	0	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	5	4	9	0	0	0	3	0	0	0	0	0	3	0	4	0	0	0	13	0	2	0	0	0	0	0	0	4	0	0	6	11	0	11	0	0	4	8	0	0	0	12	12	0	0	0	0	7	0	0	14	0	0	0	0	10	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Seq_140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	6	4	0	0	17	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	9	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	5	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
Seq_141	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	0	5	0	0	0	0	0	0	2	0	0	0	0
Seq_142	0	0	0	3	2	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0
Seq_143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	34	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_144	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	118	306	82	286	14	154	10	102	93	2	0	0	0	0	0	0	0	12	0	0	3	3	6	52	3	4	0	3	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	4	0	0	0	4	0	0	0	0	0	0
Seq_145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	6	0	0	0	0	0	0	0	0	0	27	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	21	11	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	87	2	0	34	3	0	5	0	0	0	0	18	0	0	16	0	0	0	0	0	0	8	0	0	0	0	23	23	7	0	5	9	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
Seq_148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_149	37	0	5	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	4	0	0	0	8	0	0	0	0	0	0	0	0	0	0	6	0	0	5	0	0	0	0	0	3	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	2	14	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	7	5	9	11	0	0	0	8	0	0	0	0	0	0	0	0	4	0	0	0	0	6	0	0	0	42	4	6	0	0	0	0	14	0	0	0
Seq_150	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
Seq_151	0	0	0	0	0	0	5	0	0	0	0	0	25	0	15	0	0	0	14	0	27	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	11	43	10	0	0	0	0	0	0	6	0	2	0	0	0	0	9	5	0	0	0	5	0	0	0	10	0	0	0	0	0	0	0	0	0	0	10	0	0	0	8	0	18	17	17	20	4	0	14	10	0	0	0	0	0	0	0	4	0	0	0	3	12	0	0	11	22	0	10	0	0	0	6	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	9	0	13	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	28	0	0	2
Seq_152	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	17	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
Seq_153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_154	77	0	0	0	0	0	0	0	0	0	29	27	14	54	0	24	0	0	0	19	0	0	0	0	0	0	0	0	9	0	0	0	0	7	0	8	0	32	0	17	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	7	0	0	13	0	0	0	0	0	0	11	0	0	63	13	9	18	0	10	0	17	0	0	0	0	49	27	70	14	39	0	0	13	0	0	39	0	0	22	0	9	0	18	0	9	0	11	68	0	14	19	0	31	0	67	12	0	25	7	0	14	0	10	2	8	0	8	0	12	37	8	111	7	11	0	0	0	10	9	0	40	0
Seq_155	6	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	12	0	3	7	11	8	0	3	0	0	4	0	2	6	25	0	23	0	7	10	0	0	0	0	5	2	6	0	0	9	0	0	0	0	4	17	11	0	0	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	7	0	0	0	3	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	20	0	0	0	0	6	0	0	0	2	0	0	0	10	0	61	0	14	0	0	0	0	6	27	0	0	0	0	2	25	0	5	0	0	0	41	0	0	0	13	0	0	0	0	4	54	4	2	3	2	2	13	0	0	0	6	0	16	6	0	0	0	0	0	0	0	7	7	5	5	0	11	6	5	0	0	0	0	5	0	14	0	4	0	7	0	0	0
Seq_156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	3	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_157	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0
Seq_158	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_159	0	0	7	0	0	0	0	12	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	8	0	0	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
